lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,rating_user,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut,ten_sach,tac_gia,the_loai,so_trang,loai_sach,rating_book,nam_xuat_ban,quoc_gia,gia_sach,price_range,rating_level,ho_ten,email,gioi_tinh,ngay_sinh,thanh_pho,ngay_dang_ky,diem_danh_gia_trung_binh,so_luong_sach_da_mua_x,tuoi,age_group,so_luong_sach_da_mua_y,so_luong_sach_da_mua
72.0,10,14,2024-08-12 00:00:00,2024-08-22,2.0,Nội dung yếu,Đã đọc xong,80.0,Negative,,,,Dune,Frank Herbert,History,749,Truyện chữ,4.0,2011,USA,108000,Low,Good,Ngô Khoa,ngokhoa63@gmail.com,Nam,1990-08-13 00:00:00,Đà Nẵng,2024-12-29,3.5,41.0,36.0,35+,22.0,27.0
73.0,10,39,2024-12-07 00:00:00,2024-12-14,1.0,Không hay lắm,Bỏ dở,66.0,Negative,,,,Wuthering Heights,Natsume Soseki,Literature,439,Truyện chữ,4.6,2017,UK,185000,Medium,Excellent,Ngô Khoa,ngokhoa63@gmail.com,Nam,1990-08-13 00:00:00,Đà Nẵng,2024-12-29,3.5,41.0,36.0,35+,22.0,27.0
74.0,3,14,2024-04-17 00:00:00,2024-04-21,3.0,Ổn áp,Chưa bắt đầu,34.0,Positive,,,,Dune,Frank Herbert,History,749,Truyện chữ,4.0,2011,USA,108000,Low,Good,Bùi Huy,buihuy95@gmail.com,Nữ,2004-04-15 00:00:00,Đà Nẵng,2022-02-24,4.2,1.0,22.0,18-25,17.0,21.0
75.0,2,6,2024-04-03 00:00:00,2024-04-13,4.0,Đáng đọc,Đã đọc xong,80.0,Positive,,,,Doraemon,Fujiko F. Fujio,Self-help,826,Truyện chữ,4.4,2021,Japan,341000,High,Good,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
76.0,6,24,2024-08-06 00:00:00,2024-08-14,1.0,Nội dung yếu,Chưa bắt đầu,68.0,Negative,,,,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
77.0,2,13,2024-07-12 00:00:00,2024-07-19,1.0,Nội dung yếu,Đã đọc xong,55.0,Negative,,,,Foundation,Dan Brown,Romance,464,Truyện chữ,4.6,2015,UK,217000,Medium,Excellent,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
78.0,6,18,2024-07-12 00:00:00,2024-07-22,5.0,Rất hay,Đang đọc,63.0,Positive,,,,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
79.0,8,48,2024-09-15 00:00:00,2024-09-23,2.0,Không hay lắm,Đã đọc xong,54.0,Negative,,,,Những Người Khốn Khổ,Ernest Hemingway,Business,291,Truyện tranh,4.4,2015,USA,309000,High,Good,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
80.0,9,17,2024-08-07 00:00:00,2024-08-13,2.0,Không hay lắm,Bỏ dở,33.0,Negative,,,,Quê Hương Tuổi Thơ,Osamu Dazai,Fantasy,573,Truyện chữ,4.8,2012,Japan,185000,Medium,Excellent,Phan Huy,phanhuy10@gmail.com,Nữ,1990-12-22 00:00:00,Đà Nẵng,2024-01-29,4.3,39.0,36.0,35+,22.0,26.0
81.0,8,50,2024-10-11 00:00:00,2024-10-16,4.0,Rất hay,Đang đọc,77.0,Positive,,,,Germinal,Stephen King,Classic,337,Truyện chữ,3.9,2017,USA,282000,High,Average,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
82.0,5,27,2024-02-19 00:00:00,2024-02-28,3.0,Ổn áp,Chưa bắt đầu,93.0,Positive,,,,Agatha Christie Collection,Nam Cao,Fantasy,752,Truyện chữ,3.5,2023,Vietnam,236000,Medium,Average,Vũ Dung,vudung25@gmail.com,Nữ,1988-06-20 00:00:00,HCM,2022-07-09,3.5,3.0,38.0,35+,15.0,18.0
83.0,1,28,2024-01-19 00:00:00,2024-01-29,3.0,Ổn áp,Đang đọc,78.0,Positive,,,,Gone Girl,Alexandre Dumas,Manga,447,Truyện tranh,4.0,2018,Japan,257000,High,Good,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
84.0,6,4,2024-11-06 00:00:00,2024-11-10,5.0,Cực kỳ cuốn hút,Đã đọc xong,34.0,Positive,,,,Atomic Habits,James Clear,Classic,433,Truyện tranh,3.8,2014,USA,237000,Medium,Average,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
85.0,1,49,2024-06-15 00:00:00,2024-06-18,1.0,Hơi chán,Đã đọc xong,29.0,Negative,,,,Madame Bovary,Dan Brown,Literature,786,Truyện chữ,4.8,2011,USA,260000,High,Excellent,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
86.0,8,31,2024-04-03 00:00:00,2024-04-08,2.0,Nội dung yếu,Đã đọc xong,67.0,Negative,,,,Lịch Sử Loài Người,Natsume Soseki,Classic,383,Truyện chữ,4.5,2012,Japan,91000,Low,Excellent,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
87.0,8,13,2024-06-16 00:00:00,2024-06-22,2.0,Không hay lắm,Bỏ dở,87.0,Negative,,,,Foundation,Dan Brown,Romance,464,Truyện chữ,4.6,2015,UK,217000,Medium,Excellent,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
88.0,10,6,2024-04-10 00:00:00,2024-04-18,5.0,Cực kỳ cuốn hút,Đã đọc xong,79.0,Positive,,,,Doraemon,Fujiko F. Fujio,Self-help,826,Truyện chữ,4.4,2021,Japan,341000,High,Good,Ngô Khoa,ngokhoa63@gmail.com,Nam,1990-08-13 00:00:00,Đà Nẵng,2024-12-29,3.5,41.0,36.0,35+,22.0,27.0
89.0,5,35,2024-07-05 00:00:00,2024-07-08,3.0,Ổn áp,Chưa bắt đầu,86.0,Negative,,,,Tipping Point,Dan Brown,Business,576,Truyện chữ,3.9,2018,USA,329000,High,Average,Vũ Dung,vudung25@gmail.com,Nữ,1988-06-20 00:00:00,HCM,2022-07-09,3.5,3.0,38.0,35+,15.0,18.0
90.0,3,18,2024-01-05 00:00:00,2024-01-13,5.0,Đáng đọc,Chưa bắt đầu,61.0,Positive,,,,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Bùi Huy,buihuy95@gmail.com,Nữ,2004-04-15 00:00:00,Đà Nẵng,2022-02-24,4.2,1.0,22.0,18-25,17.0,21.0
91.0,9,44,2024-02-01 00:00:00,2024-02-10,3.0,Ổn áp,Bỏ dở,51.0,Negative,,,,Sức Mạnh Hiện Tại,Ernest Hemingway,Business,226,Truyện tranh,4.5,2024,USA,201000,Medium,Excellent,Phan Huy,phanhuy10@gmail.com,Nữ,1990-12-22 00:00:00,Đà Nẵng,2024-01-29,4.3,39.0,36.0,35+,22.0,26.0
92.0,4,21,2024-09-12 00:00:00,2024-09-18,4.0,Rất hay,Bỏ dở,71.0,Positive,,,,Rich Dad Poor Dad,Victor Hugo,Business,430,Truyện chữ,4.6,2012,France,163000,Medium,Excellent,Vũ Long,vulong88@gmail.com,Nữ,1990-03-07 00:00:00,Đà Nẵng,2025-11-30,4.9,22.0,36.0,35+,17.0,19.0
93.0,2,24,2024-10-11 00:00:00,2024-10-16,2.0,Không hay lắm,Đã đọc xong,71.0,Negative,,,,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
94.0,7,2,2024-02-15 00:00:00,2024-02-21,4.0,Cực kỳ cuốn hút,Chưa bắt đầu,31.0,Positive,,,,Nhà Giả Kim,Paulo Coelho,Literature,748,Truyện chữ,3.2,2020,Brazil,228000,Medium,Low,Đỗ Huy,đohuy24@gmail.com,Nam,2004-01-22 00:00:00,HCM,2024-01-11,3.5,19.0,22.0,18-25,25.0,29.0
95.0,5,48,2024-03-02 00:00:00,2024-03-09,2.0,Hơi chán,Bỏ dở,90.0,Negative,,,,Những Người Khốn Khổ,Ernest Hemingway,Business,291,Truyện tranh,4.4,2015,USA,309000,High,Good,Vũ Dung,vudung25@gmail.com,Nữ,1988-06-20 00:00:00,HCM,2022-07-09,3.5,3.0,38.0,35+,15.0,18.0
96.0,3,37,2024-10-09 00:00:00,2024-10-18,2.0,Không hay lắm,Đã đọc xong,83.0,Negative,,,,Pride and Prejudice,Ernest Hemingway,Classic,580,Truyện tranh,3.4,2018,UK,152000,Medium,Low,Bùi Huy,buihuy95@gmail.com,Nữ,2004-04-15 00:00:00,Đà Nẵng,2022-02-24,4.2,1.0,22.0,18-25,17.0,21.0
97.0,6,24,2024-08-01 00:00:00,2024-08-04,1.0,Không hay lắm,Chưa bắt đầu,86.0,Negative,,,,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
98.0,5,23,2024-11-03 00:00:00,2024-11-11,2.0,Nội dung yếu,Chưa bắt đầu,53.0,Negative,,,,Zero to One,Victor Hugo,Romance,589,Truyện chữ,3.9,2010,France,185000,Medium,Average,Vũ Dung,vudung25@gmail.com,Nữ,1988-06-20 00:00:00,HCM,2022-07-09,3.5,3.0,38.0,35+,15.0,18.0
99.0,3,42,2024-09-20 00:00:00,2024-09-30,2.0,Hơi chán,Đang đọc,52.0,Negative,,,,Nghệ Thuật Lãnh Đạo,Tô Hoài,Business,488,Truyện chữ,3.2,2020,Vietnam,138000,Medium,Low,Bùi Huy,buihuy95@gmail.com,Nữ,2004-04-15 00:00:00,Đà Nẵng,2022-02-24,4.2,1.0,22.0,18-25,17.0,21.0
100.0,9,44,2024-01-05 00:00:00,2024-01-14,2.0,Không hay lắm,Chưa bắt đầu,60.0,Negative,,,,Sức Mạnh Hiện Tại,Ernest Hemingway,Business,226,Truyện tranh,4.5,2024,USA,201000,Medium,Excellent,Phan Huy,phanhuy10@gmail.com,Nữ,1990-12-22 00:00:00,Đà Nẵng,2024-01-29,4.3,39.0,36.0,35+,22.0,26.0
101.0,7,9,2022-08-15 00:00:00,2022-08-21,4.0,Rất hay,Chưa bắt đầu,73.0,Positive,,,,Dragon Ball,Akira Toriyama,Romance,893,Truyện tranh,3.6,2018,Japan,268000,High,Average,Đỗ Huy,đohuy24@gmail.com,Nam,2004-01-22 00:00:00,HCM,2024-01-11,3.5,19.0,22.0,18-25,25.0,29.0
102.0,1,19,2022-08-16 00:00:00,2022-08-22,1.0,Không hay lắm,Đang đọc,54.0,Negative,,,,Chí Phèo,Nam Cao,Psychology,473,Truyện tranh,3.5,2011,Vietnam,254000,High,Average,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
103.0,3,1,2022-03-16 00:00:00,2022-03-23,1.0,Nội dung yếu,Đã đọc xong,73.0,Negative,,,,Đắc Nhân Tâm,Dale Carnegie,Business,408,Truyện chữ,4.0,2020,USA,288000,High,Good,Bùi Huy,buihuy95@gmail.com,Nữ,2004-04-15 00:00:00,Đà Nẵng,2022-02-24,4.2,1.0,22.0,18-25,17.0,21.0
104.0,3,39,2022-10-13 00:00:00,2022-10-23,2.0,Nội dung yếu,Bỏ dở,12.0,Negative,,,,Wuthering Heights,Natsume Soseki,Literature,439,Truyện chữ,4.6,2017,UK,185000,Medium,Excellent,Bùi Huy,buihuy95@gmail.com,Nữ,2004-04-15 00:00:00,Đà Nẵng,2022-02-24,4.2,1.0,22.0,18-25,17.0,21.0
105.0,6,28,2022-03-15 00:00:00,2022-03-24,2.0,Hơi chán,Bỏ dở,12.0,Negative,,,,Gone Girl,Alexandre Dumas,Manga,447,Truyện tranh,4.0,2018,Japan,257000,High,Good,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
106.0,9,20,2022-05-12 00:00:00,2022-05-18,2.0,Hơi chán,Bỏ dở,43.0,Negative,,,,Đất Rừng Phương Nam,Tô Hoài,Self-help,796,Truyện chữ,3.8,2010,Vietnam,317000,High,Average,Phan Huy,phanhuy10@gmail.com,Nữ,1990-12-22 00:00:00,Đà Nẵng,2024-01-29,4.3,39.0,36.0,35+,22.0,26.0
107.0,1,35,2022-02-02 00:00:00,2022-02-10,4.0,Đáng đọc,Đang đọc,100.0,Positive,,,,Tipping Point,Dan Brown,Business,576,Truyện chữ,3.9,2018,USA,329000,High,Average,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
108.0,1,32,2022-09-19 00:00:00,2022-09-23,1.0,Không hay lắm,Đang đọc,29.0,Negative,,,,Thế Giới Phẳng,Tô Hoài,Psychology,753,Truyện tranh,3.5,2015,Vietnam,277000,High,Average,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
109.0,8,33,2022-07-14 00:00:00,2022-07-17,5.0,Đáng đọc,Chưa bắt đầu,86.0,Positive,,,,Freakonomics,Nguyễn Nhật Ánh,Psychology,805,Truyện chữ,4.6,2019,Vietnam,105000,Low,Excellent,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
110.0,2,14,2022-11-08 00:00:00,2022-11-13,4.0,Cực kỳ cuốn hút,Bỏ dở,81.0,Positive,,,,Dune,Frank Herbert,History,749,Truyện chữ,4.0,2011,USA,108000,Low,Good,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
111.0,6,34,2022-08-09 00:00:00,2022-08-16,4.0,Đáng đọc,Đã đọc xong,66.0,Positive,,,,Outliers,Nam Cao,Literature,827,Truyện chữ,4.4,2010,Vietnam,141000,Medium,Good,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
112.0,6,43,2022-02-18 00:00:00,2022-02-26,3.0,Ổn áp,Bỏ dở,65.0,Positive,,,,Tư Duy Nhanh Chậm,Ngô Tất Tố,Manga,737,Truyện tranh,4.4,2012,Japan,348000,High,Good,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
113.0,2,14,2022-12-16 00:00:00,2022-12-20,4.0,Rất hay,Bỏ dở,29.0,Positive,,,,Dune,Frank Herbert,History,749,Truyện chữ,4.0,2011,USA,108000,Low,Good,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
114.0,10,2,2022-04-08 00:00:00,2022-04-15,4.0,Rất hay,Chưa bắt đầu,76.0,Positive,,,,Nhà Giả Kim,Paulo Coelho,Literature,748,Truyện chữ,3.2,2020,Brazil,228000,Medium,Low,Ngô Khoa,ngokhoa63@gmail.com,Nam,1990-08-13 00:00:00,Đà Nẵng,2024-12-29,3.5,41.0,36.0,35+,22.0,27.0
115.0,6,34,2022-10-03 00:00:00,2022-10-10,1.0,Không hay lắm,Đã đọc xong,67.0,Negative,,,,Outliers,Nam Cao,Literature,827,Truyện chữ,4.4,2010,Vietnam,141000,Medium,Good,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
116.0,8,22,2022-03-16 00:00:00,2022-03-20,5.0,Cực kỳ cuốn hút,Đã đọc xong,43.0,Positive,,,,The Intelligent Investor,George Orwell,Fantasy,651,Truyện chữ,3.4,2016,UK,291000,High,Low,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
117.0,6,15,2022-08-05 00:00:00,2022-08-08,5.0,Rất hay,Đã đọc xong,84.0,Positive,,,,1984,George Orwell,Self-help,799,Truyện tranh,4.2,2019,UK,328000,High,Good,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
118.0,8,33,2022-07-14 00:00:00,2022-07-17,2.0,Nội dung yếu,Đang đọc,19.0,Negative,,,,Freakonomics,Nguyễn Nhật Ánh,Psychology,805,Truyện chữ,4.6,2019,Vietnam,105000,Low,Excellent,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
119.0,3,11,2022-02-04 00:00:00,2022-02-10,4.0,Đáng đọc,Đang đọc,46.0,Positive,,,,Harry Potter,J.K. Rowling,Business,450,Truyện chữ,4.0,2021,UK,176000,Medium,Good,Bùi Huy,buihuy95@gmail.com,Nữ,2004-04-15 00:00:00,Đà Nẵng,2022-02-24,4.2,1.0,22.0,18-25,17.0,21.0
120.0,7,7,2022-02-01 00:00:00,2022-02-05,4.0,Đáng đọc,Đã đọc xong,27.0,Positive,,,,One Piece,Eiichiro Oda,History,452,Truyện chữ,4.8,2016,Japan,99000,Low,Excellent,Đỗ Huy,đohuy24@gmail.com,Nam,2004-01-22 00:00:00,HCM,2024-01-11,3.5,19.0,22.0,18-25,25.0,29.0
121.0,5,31,2022-04-05 00:00:00,2022-04-08,5.0,Cực kỳ cuốn hút,Bỏ dở,17.0,Positive,,,,Lịch Sử Loài Người,Natsume Soseki,Classic,383,Truyện chữ,4.5,2012,Japan,91000,Low,Excellent,Vũ Dung,vudung25@gmail.com,Nữ,1988-06-20 00:00:00,HCM,2022-07-09,3.5,3.0,38.0,35+,15.0,18.0
122.0,7,31,2022-10-14 00:00:00,2022-10-22,1.0,Hơi chán,Đã đọc xong,87.0,Negative,,,,Lịch Sử Loài Người,Natsume Soseki,Classic,383,Truyện chữ,4.5,2012,Japan,91000,Low,Excellent,Đỗ Huy,đohuy24@gmail.com,Nam,2004-01-22 00:00:00,HCM,2024-01-11,3.5,19.0,22.0,18-25,25.0,29.0
123.0,4,11,2022-12-08 00:00:00,2022-12-15,1.0,Hơi chán,Đang đọc,48.0,Negative,,,,Harry Potter,J.K. Rowling,Business,450,Truyện chữ,4.0,2021,UK,176000,Medium,Good,Vũ Long,vulong88@gmail.com,Nữ,1990-03-07 00:00:00,Đà Nẵng,2025-11-30,4.9,22.0,36.0,35+,17.0,19.0
124.0,7,46,2022-05-10 00:00:00,2022-05-19,3.0,Ổn áp,Đã đọc xong,23.0,Positive,,,,Bá Tước Monte Cristo,Ernest Hemingway,Fantasy,190,Truyện chữ,3.8,2020,USA,303000,High,Average,Đỗ Huy,đohuy24@gmail.com,Nam,2004-01-22 00:00:00,HCM,2024-01-11,3.5,19.0,22.0,18-25,25.0,29.0
125.0,4,39,2022-10-10 00:00:00,2022-10-14,4.0,Đáng đọc,Bỏ dở,60.0,Positive,,,,Wuthering Heights,Natsume Soseki,Literature,439,Truyện chữ,4.6,2017,UK,185000,Medium,Excellent,Vũ Long,vulong88@gmail.com,Nữ,1990-03-07 00:00:00,Đà Nẵng,2025-11-30,4.9,22.0,36.0,35+,17.0,19.0
126.0,2,34,2022-05-06 00:00:00,2022-05-14,2.0,Nội dung yếu,Bỏ dở,43.0,Negative,,,,Outliers,Nam Cao,Literature,827,Truyện chữ,4.4,2010,Vietnam,141000,Medium,Good,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
127.0,10,17,2022-08-15 00:00:00,2022-08-21,5.0,Rất hay,Đã đọc xong,95.0,Positive,,,,Quê Hương Tuổi Thơ,Osamu Dazai,Fantasy,573,Truyện chữ,4.8,2012,Japan,185000,Medium,Excellent,Ngô Khoa,ngokhoa63@gmail.com,Nam,1990-08-13 00:00:00,Đà Nẵng,2024-12-29,3.5,41.0,36.0,35+,22.0,27.0
128.0,6,27,2022-06-01 00:00:00,2022-06-10,3.0,Ổn áp,Đã đọc xong,38.0,Negative,,,,Agatha Christie Collection,Nam Cao,Fantasy,752,Truyện chữ,3.5,2023,Vietnam,236000,Medium,Average,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
129.0,2,20,2022-06-15 00:00:00,2022-06-22,4.0,Đáng đọc,Bỏ dở,21.0,Positive,,,,Đất Rừng Phương Nam,Tô Hoài,Self-help,796,Truyện chữ,3.8,2010,Vietnam,317000,High,Average,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
130.0,6,24,2022-07-14 00:00:00,2022-07-18,5.0,Đáng đọc,Bỏ dở,77.0,Positive,,,,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
131.0,10,8,2022-01-01 00:00:00,2022-01-05,2.0,Hơi chán,Bỏ dở,100.0,Negative,,,,Naruto,Masashi Kishimoto,Classic,747,Truyện tranh,5.0,2023,Japan,260000,High,Excellent,Ngô Khoa,ngokhoa63@gmail.com,Nam,1990-08-13 00:00:00,Đà Nẵng,2024-12-29,3.5,41.0,36.0,35+,22.0,27.0
132.0,1,26,2022-04-10 00:00:00,2022-04-17,4.0,Cực kỳ cuốn hút,Bỏ dở,32.0,Positive,,,,Sherlock Holmes,J.K. Rowling,Literature,860,Truyện chữ,3.8,2011,UK,344000,High,Average,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
133.0,1,16,2022-03-15 00:00:00,2022-03-21,3.0,Ổn áp,Chưa bắt đầu,19.0,Negative,,,,Cà Phê Cùng Tony,George Orwell,Self-help,349,Truyện tranh,3.4,2020,UK,236000,Medium,Low,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
134.0,9,41,2022-10-18 00:00:00,2022-10-26,5.0,Rất hay,Chưa bắt đầu,49.0,Positive,,,,Kỹ Năng Giao Tiếp,Haruki Murakami,Romance,314,Truyện chữ,4.2,2024,Japan,332000,High,Good,Phan Huy,phanhuy10@gmail.com,Nữ,1990-12-22 00:00:00,Đà Nẵng,2024-01-29,4.3,39.0,36.0,35+,22.0,26.0
135.0,8,12,2022-01-05 00:00:00,2022-01-10,1.0,Nội dung yếu,Đã đọc xong,67.0,Negative,,,,The Hobbit,J.R.R. Tolkien,Fantasy,846,Truyện chữ,4.4,2013,UK,197000,Medium,Good,Lý Dung,lydung54@gmail.com,Nữ,1987-05-15 00:00:00,Cần Thơ,2023-04-22,4.3,24.0,39.0,35+,19.0,25.0
136.0,1,26,2022-07-14 00:00:00,2022-07-19,3.0,Ổn áp,Đang đọc,79.0,Negative,,,,Sherlock Holmes,J.K. Rowling,Literature,860,Truyện chữ,3.8,2011,UK,344000,High,Average,Ngô Lan,ngolan81@gmail.com,Nam,1988-04-05 00:00:00,Hà Nội,2022-02-21,4.5,44.0,38.0,35+,18.0,23.0
137.0,4,44,2022-12-07 00:00:00,2022-12-13,5.0,Cực kỳ cuốn hút,Chưa bắt đầu,53.0,Positive,,,,Sức Mạnh Hiện Tại,Ernest Hemingway,Business,226,Truyện tranh,4.5,2024,USA,201000,Medium,Excellent,Vũ Long,vulong88@gmail.com,Nữ,1990-03-07 00:00:00,Đà Nẵng,2025-11-30,4.9,22.0,36.0,35+,17.0,19.0
138.0,5,44,2022-12-05 00:00:00,2022-12-11,1.0,Không hay lắm,Chưa bắt đầu,57.0,Negative,,,,Sức Mạnh Hiện Tại,Ernest Hemingway,Business,226,Truyện tranh,4.5,2024,USA,201000,Medium,Excellent,Vũ Dung,vudung25@gmail.com,Nữ,1988-06-20 00:00:00,HCM,2022-07-09,3.5,3.0,38.0,35+,15.0,18.0
139.0,9,4,2022-01-05 00:00:00,2022-01-12,5.0,Đáng đọc,Chưa bắt đầu,64.0,Positive,,,,Atomic Habits,James Clear,Classic,433,Truyện tranh,3.8,2014,USA,237000,Medium,Average,Phan Huy,phanhuy10@gmail.com,Nữ,1990-12-22 00:00:00,Đà Nẵng,2024-01-29,4.3,39.0,36.0,35+,22.0,26.0
140.0,10,22,2022-10-06 00:00:00,2022-10-15,4.0,Cực kỳ cuốn hút,Đang đọc,23.0,Positive,,,,The Intelligent Investor,George Orwell,Fantasy,651,Truyện chữ,3.4,2016,UK,291000,High,Low,Ngô Khoa,ngokhoa63@gmail.com,Nam,1990-08-13 00:00:00,Đà Nẵng,2024-12-29,3.5,41.0,36.0,35+,22.0,27.0
141.0,9,1,2022-10-14 00:00:00,2022-10-19,2.0,Không hay lắm,Chưa bắt đầu,63.0,Negative,,,,Đắc Nhân Tâm,Dale Carnegie,Business,408,Truyện chữ,4.0,2020,USA,288000,High,Good,Phan Huy,phanhuy10@gmail.com,Nữ,1990-12-22 00:00:00,Đà Nẵng,2024-01-29,4.3,39.0,36.0,35+,22.0,26.0
142.0,6,35,2022-08-14 00:00:00,2022-08-22,5.0,Đáng đọc,Đã đọc xong,37.0,Positive,,,,Tipping Point,Dan Brown,Business,576,Truyện chữ,3.9,2018,USA,329000,High,Average,Trần Trang,trantrang48@gmail.com,Nữ,1999-02-18 00:00:00,HCM,2025-01-03,3.6,41.0,27.0,25-35,21.0,32.0
143.0,2,4,2022-09-15 00:00:00,2022-09-21,3.0,Ổn áp,Bỏ dở,90.0,Positive,,,,Atomic Habits,James Clear,Classic,433,Truyện tranh,3.8,2014,USA,237000,Medium,Average,Đỗ Nga,đonga16@gmail.com,Nam,2002-01-03 00:00:00,Hải Phòng,2022-06-28,3.4,33.0,24.0,18-25,21.0,30.0
144.0,7,13,2022-03-12 00:00:00,2022-03-22,3.0,Ổn áp,Bỏ dở,42.0,Positive,,,,Foundation,Dan Brown,Romance,464,Truyện chữ,4.6,2015,UK,217000,Medium,Excellent,Đỗ Huy,đohuy24@gmail.com,Nam,2004-01-22 00:00:00,HCM,2024-01-11,3.5,19.0,22.0,18-25,25.0,29.0
